Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
1027	0.281767749	0.281767749	0.281767749	0.478053398
1028	0.280199849	0.280199849	0.280199849	0.476501653
1029	0.278640673	0.278640673	0.278640673	0.474954944
1030	0.277090173	0.277090173	0.277090173	0.473413257
1031	0.275548301	0.275548301	0.275548301	0.471876573
1032	0.274015008	0.274015008	0.274015008	0.470344878
1033	0.272490248	0.272490248	0.272490248	0.468818154
1034	0.270973972	0.270973972	0.270973972	0.467296386
1035	0.269466134	0.269466134	0.269466134	0.465779558
1036	0.267966686	0.267966686	0.267966686	0.464267653
1037	0.266475582	0.266475582	0.266475582	0.462760656
1038	0.264992774	0.264992774	0.264992774	0.46125855
1039	0.263518218	0.263518218	0.263518218	0.45976132
1040	0.262051868	0.262051868	0.262051868	0.45826895
1041	0.260593676	0.260593676	0.260593676	0.456781425
1042	0.259143599	0.259143599	0.259143599	0.455298728
1043	0.257701591	0.257701591	0.257701591	0.453820843
1044	0.256267607	0.256267607	0.256267607	0.452347756
1045	0.254841602	0.254841602	0.254841602	0.45087945
1046	0.253423533	0.253423533	0.253423533	0.449415911
1047	0.252013354	0.252013354	0.252013354	0.447957122
1048	0.250611022	0.250611022	0.250611022	0.446503068
1049	0.249216494	0.249216494	0.249216494	0.445053734
1050	0.247829725	0.247829725	0.247829725	0.443609105
1051	0.246450673	0.246450673	0.246450673	0.442169164
1052	0.245079295	0.245079295	0.245079295	0.440733898
1053	0.243715548	0.243715548	0.243715548	0.439303291
1054	0.242359389	0.242359389	0.242359389	0.437877327
1055	0.241010777	0.241010777	0.241010777	0.436455992
1056	0.239669669	0.239669669	0.239669669	0.43503927
1057	0.238336024	0.238336024	0.238336024	0.433627148
1058	0.2370098	0.2370098	0.2370098	0.432219608
1059	0.235690956	0.235690956	0.235690956	0.430816638
1060	0.23437945	0.23437945	0.23437945	0.429418222
1061	0.233075242	0.233075242	0.233075242	0.428024345
1062	0.231778292	0.231778292	0.231778292	0.426634992
1063	0.230488558	0.230488558	0.230488558	0.425250149
1064	0.229206002	0.229206002	0.229206002	0.423869801
1065	0.227930582	0.227930582	0.227930582	0.422493934
1066	0.226662259	0.226662259	0.226662259	0.421122533
1067	0.225400994	0.225400994	0.225400994	0.419755584
1068	0.224146747	0.224146747	0.224146747	0.418393071
1069	0.222899479	0.222899479	0.222899479	0.417034981
1070	0.221659152	0.221659152	0.221659152	0.4156813
1071	0.220425726	0.220425726	0.220425726	0.414332012
1072	0.219199164	0.219199164	0.219199164	0.412987104
1073	0.217979427	0.217979427	0.217979427	0.411646562
1074	0.216766478	0.216766478	0.216766478	0.410310371
1075	0.215560278	0.215560278	0.215560278	0.408978517
1076	0.21436079	0.21436079	0.21436079	0.407650987
1077	0.213167976	0.213167976	0.213167976	0.406327765
1078	0.2119818	0.2119818	0.2119818	0.405008839
1079	0.210802224	0.210802224	0.210802224	0.403694194
1080	0.209629212	0.209629212	0.209629212	0.402383816
1081	0.208462728	0.208462728	0.208462728	0.401077692
1082	0.207302734	0.207302734	0.207302734	0.399775807
1083	0.206149195	0.206149195	0.206149195	0.398478148
1084	0.205002075	0.205002075	0.205002075	0.397184702
1085	0.203861338	0.203861338	0.203861338	0.395895453
1086	0.202726949	0.202726949	0.202726949	0.39461039
1087	0.201598872	0.201598872	0.201598872	0.393329498
1088	0.200477072	0.200477072	0.200477072	0.392052764
1089	0.199361515	0.199361515	0.199361515	0.390780174
1090	0.198252165	0.198252165	0.198252165	0.389511714
1091	0.197148988	0.197148988	0.197148988	0.388247372
1092	0.19605195	0.19605195	0.19605195	0.386987134
1093	0.194961016	0.194961016	0.194961016	0.385730987
1094	0.193876153	0.193876153	0.193876153	0.384478917
1095	0.192797326	0.192797326	0.192797326	0.383230912
1096	0.191724503	0.191724503	0.191724503	0.381986957
1097	0.190657649	0.190657649	0.190657649	0.38074704
1098	0.189596732	0.189596732	0.189596732	0.379511148
1099	0.188541718	0.188541718	0.188541718	0.378279268
1100	0.187492575	0.187492575	0.187492575	0.377051386
1101	0.18644927	0.18644927	0.18644927	0.37582749
1102	0.185411771	0.185411771	0.185411771	0.374607566
1103	0.184380044	0.184380044	0.184380044	0.373391603
1104	0.183354059	0.183354059	0.183354059	0.372179586
1105	0.182333783	0.182333783	0.182333783	0.370971504
1106	0.181319184	0.181319184	0.181319184	0.369767343
1107	0.180310231	0.180310231	0.180310231	0.36856709
1108	0.179306892	0.179306892	0.179306892	0.367370734
1109	0.178309136	0.178309136	0.178309136	0.366178261
1110	0.177316933	0.177316933	0.177316933	0.364989658
1111	0.17633025	0.17633025	0.17633025	0.363804914
1112	0.175349058	0.175349058	0.175349058	0.362624016
1113	0.174373326	0.174373326	0.174373326	0.36144695
1114	0.173403023	0.173403023	0.173403023	0.360273706
1115	0.172438119	0.172438119	0.172438119	0.359104269
1116	0.171478585	0.171478585	0.171478585	0.357938629
1117	0.17052439	0.17052439	0.17052439	0.356776772
1118	0.169575505	0.169575505	0.169575505	0.355618687
1119	0.1686319	0.1686319	0.1686319	0.35446436
1120	0.167693545	0.167693545	0.167693545	0.353313781
1121	0.166760412	0.166760412	0.166760412	0.352166936
1122	0.165832471	0.165832471	0.165832471	0.351023814
1123	0.164909694	0.164909694	0.164909694	0.349884403
1124	0.163992052	0.163992052	0.163992052	0.34874869
1125	0.163079516	0.163079516	0.163079516	0.347616663
1126	0.162172058	0.162172058	0.162172058	0.346488311
1127	0.161269649	0.161269649	0.161269649	0.345363622
1128	0.160372262	0.160372262	0.160372262	0.344242583
1129	0.159479868	0.159479868	0.159479868	0.343125183
1130	0.15859244	0.15859244	0.15859244	0.34201141
1131	0.15770995	0.15770995	0.15770995	0.340901253
1132	0.156832371	0.156832371	0.156832371	0.339794699
1133	0.155959675	0.155959675	0.155959675	0.338691737
1134	0.155091836	0.155091836	0.155091836	0.337592355
1135	0.154228825	0.154228825	0.154228825	0.336496541
1136	0.153370616	0.153370616	0.153370616	0.335404285
1137	0.152517184	0.152517184	0.152517184	0.334315574
1138	0.1516685	0.1516685	0.1516685	0.333230396
1139	0.150824538	0.150824538	0.150824538	0.332148742
1140	0.149985273	0.149985273	0.149985273	0.331070598
1141	0.149150678	0.149150678	0.149150678	0.329995954
1142	0.148320727	0.148320727	0.148320727	0.328924798
1143	0.147495394	0.147495394	0.147495394	0.327857119
1144	0.146674654	0.146674654	0.146674654	0.326792906
1145	0.145858481	0.145858481	0.145858481	0.325732147
1146	0.145046849	0.145046849	0.145046849	0.324674832
1147	0.144239734	0.144239734	0.144239734	0.323620948
1148	0.14343711	0.14343711	0.14343711	0.322570486
1149	0.142638952	0.142638952	0.142638952	0.321523433
1150	0.141845236	0.141845236	0.141845236	0.320479778
1151	0.141055936	0.141055936	0.141055936	0.319439512
1152	0.140271028	0.140271028	0.140271028	0.318402622
1153	0.139490488	0.139490488	0.139490488	0.317369098
1154	0.138714291	0.138714291	0.138714291	0.316338928
1155	0.137942414	0.137942414	0.137942414	0.315312103
1156	0.137174831	0.137174831	0.137174831	0.31428861
1157	0.13641152	0.13641152	0.13641152	0.31326844
1158	0.135652456	0.135652456	0.135652456	0.312251581
1159	0.134897616	0.134897616	0.134897616	0.311238023
1160	0.134146977	0.134146977	0.134146977	0.310227755
1161	0.133400514	0.133400514	0.133400514	0.309220766
1162	0.132658205	0.132658205	0.132658205	0.308217046
1163	0.131920026	0.131920026	0.131920026	0.307216583
1164	0.131185956	0.131185956	0.131185956	0.306219369
1165	0.13045597	0.13045597	0.13045597	0.305225391
1166	0.129730046	0.129730046	0.129730046	0.30423464
1167	0.129008161	0.129008161	0.129008161	0.303247104
1168	0.128290293	0.128290293	0.128290293	0.302262774
1169	0.12757642	0.12757642	0.12757642	0.301281639
1170	0.126866519	0.126866519	0.126866519	0.300303689
1171	0.126160569	0.126160569	0.126160569	0.299328914
1172	0.125458547	0.125458547	0.125458547	0.298357302
1173	0.124760431	0.124760431	0.124760431	0.297388844
1174	0.1240662	0.1240662	0.1240662	0.29642353
1175	0.123375832	0.123375832	0.123375832	0.295461349
1176	0.122689305	0.122689305	0.122689305	0.294502292
1177	0.122006599	0.122006599	0.122006599	0.293546347
1178	0.121327691	0.121327691	0.121327691	0.292593505
1179	0.120652562	0.120652562	0.120652562	0.291643757
1180	0.119981189	0.119981189	0.119981189	0.290697091
1181	0.119313552	0.119313552	0.119313552	0.289753498
1182	0.11864963	0.11864963	0.11864963	0.288812968
1183	0.117989402	0.117989402	0.117989402	0.287875491
1184	0.117332849	0.117332849	0.117332849	0.286941056
1185	0.116679948	0.116679948	0.116679948	0.286009655
1186	0.116030681	0.116030681	0.116030681	0.285081278
1187	0.115385027	0.115385027	0.115385027	0.284155913
1188	0.114742965	0.114742965	0.114742965	0.283233553
1189	0.114104477	0.114104477	0.114104477	0.282314186
1190	0.113469541	0.113469541	0.113469541	0.281397804
1191	0.112838138	0.112838138	0.112838138	0.280484396
1192	0.112210248	0.112210248	0.112210248	0.279573953
1193	0.111585853	0.111585853	0.111585853	0.278666465
1194	0.110964932	0.110964932	0.110964932	0.277761923
1195	0.110347466	0.110347466	0.110347466	0.276860318
1196	0.109733436	0.109733436	0.109733436	0.275961638
1197	0.109122823	0.109122823	0.109122823	0.275065876
1198	0.108515607	0.108515607	0.108515607	0.274173021
1199	0.107911771	0.107911771	0.107911771	0.273283065
1200	0.107311294	0.107311294	0.107311294	0.272395997
1201	0.106714159	0.106714159	0.106714159	0.271511809
1202	0.106120347	0.106120347	0.106120347	0.270630491
1203	0.105529838	0.105529838	0.105529838	0.269752033
1204	0.104942616	0.104942616	0.104942616	0.268876427
1205	0.104358662	0.104358662	0.104358662	0.268003664
1206	0.103777956	0.103777956	0.103777956	0.267133733
1207	0.103200482	0.103200482	0.103200482	0.266266626
1208	0.102626222	0.102626222	0.102626222	0.265402333
1209	0.102055157	0.102055157	0.102055157	0.264540846
1210	0.10148727	0.10148727	0.10148727	0.263682155
1211	0.100922542	0.100922542	0.100922542	0.262826252
1212	0.100360957	0.100360957	0.100360957	0.261973127
1213	0.099802497	0.099802497	0.099802497	0.261122771
1214	0.099247145	0.099247145	0.099247145	0.260275175
1215	0.098694883	0.098694883	0.098694883	0.25943033
1216	0.098145694	0.098145694	0.098145694	0.258588228
1217	0.097599561	0.097599561	0.097599561	0.25774886
1218	0.097056467	0.097056467	0.097056467	0.256912215
1219	0.096516395	0.096516395	0.096516395	0.256078287
1220	0.095979328	0.095979328	0.095979328	0.255247065
1221	0.095445249	0.095445249	0.095445249	0.254418542
1222	0.094914143	0.094914143	0.094914143	0.253592708
1223	0.094385992	0.094385992	0.094385992	0.252769555
1224	0.09386078	0.09386078	0.09386078	0.251949073
1225	0.09333849	0.09333849	0.09333849	0.251131255
1226	0.092819107	0.092819107	0.092819107	0.250316091
1227	0.092302614	0.092302614	0.092302614	0.249503574
1228	0.091788995	0.091788995	0.091788995	0.248693693
1229	0.091278233	0.091278233	0.091278233	0.247886442
1230	0.090770314	0.090770314	0.090770314	0.247081811
1231	0.090265222	0.090265222	0.090265222	0.246279792
1232	0.08976294	0.08976294	0.08976294	0.245480376
1233	0.089263453	0.089263453	0.089263453	0.244683555
1234	0.088766745	0.088766745	0.088766745	0.24388932
1235	0.088272801	0.088272801	0.088272801	0.243097664
1236	0.087781606	0.087781606	0.087781606	0.242308577
1237	0.087293144	0.087293144	0.087293144	0.241522051
1238	0.0868074	0.0868074	0.0868074	0.240738079
1239	0.086324359	0.086324359	0.086324359	0.239956651
1240	0.085844006	0.085844006	0.085844006	0.23917776
1241	0.085366326	0.085366326	0.085366326	0.238401397
1242	0.084891304	0.084891304	0.084891304	0.237627554
1243	0.084418925	0.084418925	0.084418925	0.236856223
1244	0.083949174	0.083949174	0.083949174	0.236087396
1245	0.083482038	0.083482038	0.083482038	0.235321064
1246	0.083017501	0.083017501	0.083017501	0.234557219
1247	0.082555549	0.082555549	0.082555549	0.233795855
1248	0.082096168	0.082096168	0.082096168	0.233036961
1249	0.081639342	0.081639342	0.081639342	0.232280531
1250	0.081185059	0.081185059	0.081185059	0.231526556
1251	0.080733304	0.080733304	0.080733304	0.230775029
1252	0.080284062	0.080284062	0.080284062	0.230025941
1253	0.07983732	0.07983732	0.07983732	0.229279284
1254	0.079393065	0.079393065	0.079393065	0.228535051
1255	0.078951281	0.078951281	0.078951281	0.227793234
1256	0.078511955	0.078511955	0.078511955	0.227053825
1257	0.078075074	0.078075074	0.078075074	0.226316816
1258	0.077640625	0.077640625	0.077640625	0.225582199
1259	0.077208592	0.077208592	0.077208592	0.224849967
1260	0.076778964	0.076778964	0.076778964	0.224120112
1261	0.076351726	0.076351726	0.076351726	0.223392625
1262	0.075926866	0.075926866	0.075926866	0.2226675
1263	0.07550437	0.07550437	0.07550437	0.221944729
1264	0.075084225	0.075084225	0.075084225	0.221224304
1265	0.074666418	0.074666418	0.074666418	0.220506217
1266	0.074250935	0.074250935	0.074250935	0.219790461
1267	0.073837765	0.073837765	0.073837765	0.219077029
1268	0.073426894	0.073426894	0.073426894	0.218365912
1269	0.073018309	0.073018309	0.073018309	0.217657104
1270	0.072611997	0.072611997	0.072611997	0.216950596
1271	0.072207947	0.072207947	0.072207947	0.216246382
1272	0.071806145	0.071806145	0.071806145	0.215544453
1273	0.071406578	0.071406578	0.071406578	0.214844803
1274	0.071009236	0.071009236	0.071009236	0.214147424
1275	0.070614104	0.070614104	0.070614104	0.213452309
1276	0.070221171	0.070221171	0.070221171	0.21275945
1277	0.069830424	0.069830424	0.069830424	0.21206884
1278	0.069441851	0.069441851	0.069441851	0.211380472
1279	0.069055441	0.069055441	0.069055441	0.210694338
1280	0.068671181	0.068671181	0.068671181	0.210010431
1281	0.06828906	0.06828906	0.06828906	0.209328744
1282	0.067909064	0.067909064	0.067909064	0.20864927
1283	0.067531183	0.067531183	0.067531183	0.207972002
1284	0.067155405	0.067155405	0.067155405	0.207296931
1285	0.066781718	0.066781718	0.066781718	0.206624053
1286	0.06641011	0.06641011	0.06641011	0.205953358
1287	0.06604057	0.06604057	0.06604057	0.20528484
1288	0.065673086	0.065673086	0.065673086	0.204618492
1289	0.065307648	0.065307648	0.065307648	0.203954308
1290	0.064944242	0.064944242	0.064944242	0.203292279
1291	0.064582859	0.064582859	0.064582859	0.202632399
1292	0.064223487	0.064223487	0.064223487	0.201974661
1293	0.063866115	0.063866115	0.063866115	0.201319058
1294	0.063510731	0.063510731	0.063510731	0.200665583
1295	0.063157324	0.063157324	0.063157324	0.200014229
1296	0.062805884	0.062805884	0.062805884	0.19936499
1297	0.0624564	0.0624564	0.0624564	0.198717858
1298	0.062108861	0.062108861	0.062108861	0.198072826
1299	0.061763255	0.061763255	0.061763255	0.197429889
1300	0.061419573	0.061419573	0.061419573	0.196789038
