Level	weapon skill	defense skill	dodge	parry	block	hit melee	hit ranged	hit spell	crit melee	crit ranged	crit spell	hit taken melee	hit taken ranged	hit taken spell	crit taken melee	crit taken ranged	crit taken spell	haste melee	haste ranged	haste spell	obsolete	obsolete	obsolete	expertise	mastery	pvppower	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
85	0.000000	19.208574	265.078340	265.078340	88.359444	102.445740	102.445740	102.445740	179.280040	179.280040	179.280040	0.000000	0.000000	0.000000	0.000000	92.315819	0.000000	128.057160	128.057160	128.057160	0.000000	0.000000	0.000000	102.445740	0.000000	179.280040	119.438260	0.000000	0.000000	0.000000	0.000000	0.000000
86	0.000000	24.000000	335.000000	335.000000	112.000000	130.000000	130.000000	130.000000	228.000000	228.000000	228.000000	0.000000	0.000000	0.000000	0.000000	115.000000	0.000000	162.000000	162.000000	162.000000	0.000000	0.000000	0.000000	130.000000	0.000000	228.000000	150.000000	0.000000	0.000000	0.000000	0.000000	0.000000
87	0.000000	31.000000	430.000000	430.000000	143.000000	166.000000	166.000000	166.000000	290.000000	290.000000	290.000000	0.000000	0.000000	0.000000	0.000000	150.000000	0.000000	208.000000	208.000000	208.000000	0.000000	0.000000	0.000000	166.000000	0.000000	290.000000	195.000000	0.000000	0.000000	0.000000	0.000000	0.000000
88	0.000000	40.000000	545.000000	545.000000	182.000000	211.000000	211.000000	211.000000	370.000000	370.000000	370.000000	0.000000	0.000000	0.000000	0.000000	190.000000	0.000000	264.000000	264.000000	264.000000	0.000000	0.000000	0.000000	211.000000	0.000000	370.000000	245.000000	0.000000	0.000000	0.000000	0.000000	0.000000
89	0.000000	50.000000	700.000000	700.000000	233.000000	269.000000	269.000000	269.000000	470.000000	470.000000	470.000000	0.000000	0.000000	0.000000	0.000000	245.000000	0.000000	336.000000	336.000000	336.000000	0.000000	0.000000	0.000000	269.000000	0.000000	470.000000	315.000000	0.000000	0.000000	0.000000	0.000000	0.000000
90	0.000000	65.000000	885.000000	885.000000	295.000000	340.000000	340.000000	340.000000	600.000000	600.000000	600.000000	0.000000	0.000000	0.000000	0.000000	310.000000	0.000000	425.000000	425.000000	425.000000	0.000000	0.000000	0.000000	340.000000	0.000000	600.000000	400.000000	0.000000	0.000000	0.000000	0.000000	0.000000
91	0.000000	11.004147	151.857210	151.857210	50.619076	58.688782	58.688782	58.688782	102.705370	102.705370	102.705370	0.000000	0.000000	0.000000	0.000000	76.684097	0.000000	73.360977	73.360977	73.360977	0.000000	0.000000	0.000000	58.688782	0.000000	102.705370	99.213928	0.000000	0.000000	0.000000	0.000000	0.000000
92	0.000000	11.839938	163.391140	163.391140	54.463718	63.146336	63.146336	63.146336	110.506090	110.506090	110.506090	0.000000	0.000000	0.000000	0.000000	82.508446	0.000000	78.932922	78.932922	78.932922	0.000000	0.000000	0.000000	63.146336	0.000000	110.506090	106.749470	0.000000	0.000000	0.000000	0.000000	0.000000
93	0.000000	12.739211	175.801100	175.801100	58.600365	67.942459	67.942459	67.942459	118.899300	118.899300	118.899300	0.000000	0.000000	0.000000	0.000000	88.775162	0.000000	84.928070	84.928070	84.928070	0.000000	0.000000	0.000000	67.942459	0.000000	118.899300	114.857350	0.000000	0.000000	0.000000	0.000000	0.000000
94	0.000000	13.706784	189.153630	189.153630	63.051208	73.102852	73.102852	73.102852	127.929990	127.929990	127.929990	0.000000	0.000000	0.000000	0.000000	95.517845	0.000000	91.378563	91.378563	91.378563	0.000000	0.000000	0.000000	73.102852	0.000000	127.929990	123.581040	0.000000	0.000000	0.000000	0.000000	0.000000
95	0.000000	14.747849	203.520310	203.520310	67.840103	78.655190	78.655190	78.655190	137.646560	137.646560	137.646560	0.000000	0.000000	0.000000	0.000000	102.772670	0.000000	98.318985	98.318985	98.318985	0.000000	0.000000	0.000000	78.655190	0.000000	137.646560	132.967330	0.000000	0.000000	0.000000	0.000000	0.000000
96	0.000000	15.867983	218.978150	218.978150	72.992722	84.629242	84.629242	84.629242	148.101180	148.101180	148.101180	0.000000	0.000000	0.000000	0.000000	110.578510	0.000000	105.786550	105.786550	105.786550	0.000000	0.000000	0.000000	84.629242	0.000000	148.101180	143.066530	0.000000	0.000000	0.000000	0.000000	0.000000
97	0.000000	17.073195	235.610080	235.610080	78.536697	91.057037	91.057037	91.057037	159.349820	159.349820	159.349820	0.000000	0.000000	0.000000	0.000000	118.977200	0.000000	113.821300	113.821300	113.821300	0.000000	0.000000	0.000000	91.057037	0.000000	159.349820	153.932750	0.000000	0.000000	0.000000	0.000000	0.000000
98	0.000000	18.369946	253.505230	253.505230	84.501755	97.973045	97.973045	97.973045	171.452820	171.452820	171.452820	0.000000	0.000000	0.000000	0.000000	128.013810	0.000000	122.466310	122.466310	122.466310	0.000000	0.000000	0.000000	97.973045	0.000000	171.452820	165.624330	0.000000	0.000000	0.000000	0.000000	0.000000
99	0.000000	19.765188	272.759580	272.759580	90.919868	105.414340	105.414340	105.414340	184.475080	184.475080	184.475080	0.000000	0.000000	0.000000	0.000000	137.736770	0.000000	131.767910	131.767910	131.767910	0.000000	0.000000	0.000000	105.414340	0.000000	184.475080	178.203920	0.000000	0.000000	0.000000	0.000000	0.000000
100	0.000000	21.266403	293.476350	293.476350	97.825455	113.420810	113.420810	113.420810	198.486420	198.486420	198.486420	0.000000	0.000000	0.000000	0.000000	148.198230	0.000000	141.776000	141.776000	141.776000	0.000000	0.000000	0.000000	113.420810	0.000000	198.486420	191.738940	0.000000	0.000000	0.000000	0.000000	0.000000
